Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,2017-07-11,USUM71707196,0.0,38.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,306.0,68.0,0.0,31.0,0.0,0.0,0.0,0.0,1,,True
X ESO BB,X ESO BB,Jere Klein,2023-08-10,UYB282393001,0.0,38.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,1,,True
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,2022-01-26,GBUM72108841,0.0,38.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,255.0,59.0,0.0,51.0,0.0,0.0,0.0,0.0,0,,False
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,USAT21001886,0.0,37.9,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,51.0,188.0,0.0,19.0,0.0,174.0,0.0,0.0,0,,False
Sex Sounds,True 2 Myself,Lil Tjay,2019-10-11,USSM11909049,0.0,37.9,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,159.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214876,0.0,37.9,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,129.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
Asiwaju,Asiwaju,Ruger,2022-11-14,GBARL2202349,0.0,37.9,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,22.0,12.0,0.0,19.0,0.0,335.0,0.0,0.0,1,,True
Sticky,"Honestly, Nevermind",Drake,2022-06-17,USUG12204888,0.0,37.9,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,826.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,1,,True
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,2023-07-27,INW262317919,0.0,37.9,0.0,311.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0,,False
hey! hey!,hey! hey! - Single,TWS,2024-06-05,USA2P2428743,0.0,37.9,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,17.0,950.0,0.0,0.0,0.0,0,,False
Centuries,Centuries,Fall Out Boy,2014-09-09,USUM71412644,0.0,37.9,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,205.0,46.0,0.0,42.0,0.0,0.0,0.0,0.0,0,,False
What Makes You Beautiful,Up All Night,One Direction,2011-01-01,GBHMU1100018,0.0,37.9,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,244.0,65.0,0.0,51.0,0.0,0.0,0.0,0.0,0,,False
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,2022-03-11,QMCE32200232,0.0,37.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,26.0,0.0,62.0,0.0,0.0,0.0,0.0,1,,True
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,2016-08-26,USSD11600135,0.0,37.9,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,78.0,37.0,0.0,39.0,0.0,0.0,0.0,0.0,0,,False
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,2023-07-26,QZVFR2301503,0.0,37.8,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,67.0,0.0,0.0,1,,True
SKITZO,UTOPIA,Travis Scott,2023-07-28,USSM12305016,0.0,37.8,0.0,0.0,0.0,66.0,0.0,0.0,214.0,0.0,0.0,0.0,6.0,28.0,0.0,2.0,0.0,0.0,0.0,445.0,0.0,0.0,1,,True
Friendly Fire,Friendly Fire,Linkin Park,2024-02-23,USWB12400280,0.0,37.8,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,97.0,17.0,0.0,19.0,0.0,481.0,0.0,0.0,0,,False
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,2023-04-21,USUM72305943,0.0,37.8,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,130.0,32.0,0.0,13.0,0.0,525.0,0.0,0.0,0,,False
SkeeYee,Hood Hottest Princess,Sexyy Red,2023-06-09,QZQAY2395569,0.0,37.8,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,884.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,1,,True
The Git Up,The Git Up,Blanco Brown,2019-05-03,QZEPT1900040,0.0,37.8,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,16.0,0.0,21.0,0.0,0.0,0.0,0.0,0,,False
Beautiful Crazy,Beautiful Crazy,Luke Combs,2018-05-04,US6XF1700259,0.0,37.8,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,32.0,33.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0,,False
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308539,0.0,37.8,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,380.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0,,False
Lover,Lover,Taylor Swift,2019-08-16,USUG11901473,0.0,37.8,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,33.0,54.0,0.0,91.0,0.0,0.0,0.0,0.0,0,,False
Midas Touch,Midas Touch,KISS OF LIFE,2024-04-03,KRA382401544,0.0,37.8,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,70.0,1.0,0.0,7.0,0.0,119.0,0.0,0.0,0,,False
Follow You,Follow You / Cutthroat,Imagine Dragons,2021-03-12,USUM72102981,0.0,37.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,441.0,27.0,0.0,31.0,0.0,0.0,0.0,0.0,0,,False
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,2022-06-02,THSOH2204284,0.0,37.8,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Por las Noches,Por las Noches,Peso Pluma,2021-06-11,FR96X2198154,0.0,37.8,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0,,False
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2017-02-01,USUM71700575,0.0,37.7,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,444.0,14.0,0.0,42.0,0.0,0.0,0.0,0.0,0,,False
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,2017-08-25,CADDS1700022,0.0,37.7,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,112.0,56.0,0.0,91.0,0.0,0.0,0.0,0.0,0,,False
Melhor Vibe,Melhor Vibe,MC Ryan SP,2024-03-20,BRWMB2400319,0.0,37.7,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,0.0,0.0,0.0,1,,True
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,2023-09-18,THSOH2307725,0.0,37.7,0.0,14.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,2023-10-24,TCJPX2359697,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Set Fire to the Rain,More Music 2011,Adele,2011-01-01,GBBKS1000348,0.0,37.7,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,190.0,50.0,0.0,44.0,0.0,0.0,0.0,0.0,0,,False
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,2014-01-01,USSM11406644,0.0,37.7,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,223.0,59.0,0.0,9.0,0.0,0.0,0.0,0.0,0,,False
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,2021-11-30,QZNJZ2122225,0.0,37.6,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
2 Be Loved (Am I Ready),Special,Lizzo,2022-07-15,USAT22203706,0.0,37.6,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,786.0,33.0,0.0,17.0,0.0,0.0,0.0,0.0,1,,True
Shut Up and Dance,Full Circle: The Live Anthology,WALK THE MOON,2011-11-20,USRC11401949,0.0,37.6,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,806.0,113.0,0.0,66.0,0.0,0.0,0.0,0.0,0,,False
SugarCrash!,SugarCrash!,ElyOtto,2020-08-25,TCAFB2092742,0.0,37.6,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,286.0,418.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,1,,True
Sail,Back From Earth,AWOLNATION,2010-01-01,USP6L1000053,0.0,37.6,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,145.0,33.0,0.0,27.0,0.0,0.0,0.0,0.0,0,,False
Solo Conmigo,"Fï¿½ï¿½rmula, Vo",Romeo Santos,2022-09-01,USSD12200782,0.0,37.6,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0,,False
See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack,Wiz Khalifa,2015-03-10,USAT21500313,0.0,37.6,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,1.0,94.0,0.0,64.0,0.0,0.0,0.0,0.0,0,,False
Paint The Town Red,NOW That's What I Call Music! 116,Doja Cat,2023-11-17,USRC12301935,0.0,37.6,0.0,4.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,2023-07-18,USUM72308676,0.0,37.5,0.0,0.0,0.0,79.0,0.0,0.0,31.0,0.0,0.0,0.0,20.0,0.0,69.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,1,,True
Danza Kuduro - Cover,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý - ýýýýýý&ýýýýýý POPS ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2023-02-03,TCJPT2289709,0.0,37.5,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Piscina,Piscina,Maria Becerra,2023-11-08,USWL12302932,0.0,37.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,17.0,0.0,25.0,0.0,136.0,0.0,0.0,1,,True
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,USUG11903492,0.0,37.5,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,368.0,88.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,1,,True
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,2021-09-03,GBKPL2163189,0.0,37.5,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,805.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,False
Galway Girl,ýý (Deluxe),Ed Sheeran,2017-03-03,GBAHS1700026,0.0,37.5,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,72.0,37.0,0.0,35.0,0.0,0.0,0.0,0.0,0,,False
Firework,Teenage Dream,Katy Perry,2010-01-01,USCA21001262,0.0,37.5,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,273.0,94.0,0.0,96.0,0.0,0.0,0.0,0.0,0,,False
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,2023-10-07,TCJPX2356080,0.0,37.5,0.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,2022-08-26,QZ22S2200068,0.0,37.5,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,9.0,1.0,71.0,33.0,0.0,0.0,0.0,0.0,0,,False
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,2022-07-08,QZQMB2102485,0.0,37.4,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,54.0,12.0,0.0,115.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0,,False
Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,2018-08-15,GBBGY1743613,0.0,37.4,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,2015-11-06,GBAYE1500981,0.0,37.4,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,162.0,76.0,0.0,46.0,0.0,0.0,0.0,0.0,0,,False
Nice For What,Nice For What,Drake,2018-04-06,USCM51800077,0.0,37.4,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,335.0,37.0,0.0,51.0,0.0,0.0,0.0,0.0,1,,True
Us Vs Them,Us Vs. Them,$uicideboy$,2024-03-29,QZAPK2000499,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,2.0,250.0,7.0,0.0,684.0,0.0,0.0,1,,True
Vaaste,Vaaste,Dhvani Bhanushali,2019-04-06,INS181900798,0.0,37.4,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,572.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,2024-05-16,BRRGE2400266,0.0,37.4,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,29.0,0.0,15.0,0.0,0.0,0.0,0.0,0,,False
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,USAT22205563,0.0,37.4,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Obsessed With You,Obsessed With You,Central Cee,2021-09-10,ZZOPM2110165,0.0,37.3,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,160.0,13.0,0.0,17.0,0.0,543.0,0.0,0.0,1,,True
Bang!,Bang!,AJR,2020-02-12,QMRSZ2000128,0.0,37.3,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,455.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0,,False
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306674,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0,0,,False
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,2023-09-15,USWB12302870,0.0,37.3,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,35.0,35.0,0.0,34.0,0.0,0.0,0.0,0.0,0,,False
Gato de Noche,Gato de Noche,ýýengo Flow,2022-12-22,QMFMF2216359,0.0,37.3,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,11.0,12.0,0.0,27.0,0.0,0.0,0.0,0.0,1,,True
Despeinada,Despeinada,Ozuna,2020-09-03,USXDR2000590,0.0,37.2,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,8.0,18.0,0.0,30.0,0.0,0.0,0.0,0.0,0,,False
Runnin,SAVAGE MODE II,21 Savage,2020-10-02,USSM12005346,0.0,37.2,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,1,,True
Melting,Melting - Single,,2024-06-10,QZNWU2402635,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,2023-08-24,USWB12304897,0.0,37.2,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,960.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0,,False
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,2024-05-23,US66W2401066,0.0,37.2,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,68.0,0.0,29.0,0.0,16.0,0.0,11.0,0.0,0.0,1,,True
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305254,0.0,37.2,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,1,,True
Free Mind,For Broken Ears,Tems,2020-09-25,QMBZ92014864,0.0,37.1,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,145.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0,,False
New Rules,Dua Lipa (Complete Edition),Dua Lipa,2015-01-01,GBAHT1600310,0.0,37.1,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,369.0,345.0,0.0,72.0,0.0,0.0,0.0,0.0,0,,False
favorite crime,SOUR,Olivia Rodrigo,2021-05-21,USUG12101249,0.0,37.1,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,935.0,190.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0,,False
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,2018-08-04,QM6MZ1872146,0.0,37.1,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,666.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
When You're Gone,When You're Gone,Shawn Mendes,2022-03-31,USUM72204098,0.0,37.1,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,799.0,20.0,0.0,35.0,0.0,0.0,0.0,0.0,0,,False
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,2024-06-07,USQX92401733,0.0,37.1,0.0,855.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,1.0,740.0,6.0,0.0,292.0,0.0,0.0,1,,True
Savage,Suga,Megan Thee Stallion,2020-03-06,QMCE32000097,0.0,37.1,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,30.0,0.0,54.0,0.0,0.0,0.0,0.0,1,,True
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,2023-06-02,USRC12301450,0.0,37.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,313.0,11.0,0.0,54.0,0.0,0.0,0.0,0.0,1,,True
You Should Probably Leave,Starting Over,Chris Stapleton,2020-11-13,USUM72013814,0.0,37.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,80.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0,,False
Runaway,Runaway,AURORA,2015-02-07,GBUM71500527,0.0,37.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0,,False
Spicy,MY WORLD - The 3rd Mini Album,aespa,2023-05-08,KRA302300145,0.0,37.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,12.0,3.0,0.0,34.0,0.0,297.0,0.0,0.0,0,,False
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,2023-09-20,LBA132301385,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Die For You,Starboy,The Weeknd,2016-11-25,USUG11601011,0.0,37.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,128.0,44.0,0.0,35.0,0.0,0.0,0.0,0.0,0,,False
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,2020-05-22,USUG12000098,0.0,37.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,83.0,17.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,1,,True
Into You,Dangerous Woman,Ariana Grande,2016-04-01,USUM71601827,0.0,37.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,117.0,36.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
Invincible,Meet The Woo 2,Pop Smoke,2020-02-07,USUM72002003,0.0,37.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,546.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,2023-08-04,QMB622321018,0.0,37.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0,,False
Un Besito Mï¿½,Un Besito Mï¿½,Salastkbron,2024-03-14,AR5UH2302301,0.0,36.9,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,306.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0,,False
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2022-02-18,MXF012200055,0.0,36.9,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,281.0,20.0,0.0,37.0,0.0,0.0,0.0,0.0,0,,False
Macetando,Macetando,Ivete Sangalo,2023-12-15,BKS182300001,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,341.0,0.0,21.0,0.0,21.0,442.0,0.0,0.0,0.0,0,,False
Stand by Me,Don't Play That Song,Ben King,2024-01-05,DETT12295003,0.0,36.9,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Goa Beach,Goa Beach,Tony Kakkar,2020-02-11,FR10S2014119,0.0,36.9,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,663.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Sharks,Sharks,Imagine Dragons,2022-06-24,USUM72205464,0.0,36.9,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,17.0,0.0,25.0,0.0,0.0,0.0,0.0,0,,False
Teenage Dream,Teenage Dream,Stephen Dawes,2022-06-02,USDA12202749,0.0,36.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,2.0,0.0,0.0,0.0,343.0,0.0,0.0,0,,False
Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,2022-12-30,QZ9QQ2200167,0.0,36.8,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,54.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,1,,True
Thunder,Thunder,Gabry Ponte,2021-05-07,ITV952100014,0.0,36.8,0.0,0.0,0.0,75.0,0.0,0.0,391.0,0.0,0.0,0.0,47.0,0.0,0.0,37.0,0.0,25.0,0.0,0.0,0.0,0.0,0,,False
Thousand Miles,Thousand Miles,The Kid LAROI,2022-04-22,USSM12203367,0.0,36.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,921.0,33.0,0.0,15.0,0.0,0.0,0.0,0.0,1,,True
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,2022-08-05,USSM12206682,0.0,36.8,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.0,0.0,34.0,0.0,0.0,0.0,0.0,1,,True
